_key,_id,_rev,buyerID,name,phone,email,address
1d273209-2a77-448b-81d5-8684abe17c65,Buyers/1d273209-2a77-448b-81d5-8684abe17c65,_g1-qcMe---,B00301,盧家瑋,(04) 44865164,yongyuan@example.org,108 北斗建國路77號之3
d0cbe786-3735-4f9e-8556-35d1c4111792,Buyers/d0cbe786-3735-4f9e-8556-35d1c4111792,_g1-qcMm---,B00302,趙志豪,03-64789092,li72@example.net,549 牡丹縣蘆洲街943號之3
ae06c3b7-7a7f-4a70-8c3b-7193057b1073,Buyers/ae06c3b7-7a7f-4a70-8c3b-7193057b1073,_g1-qcMq---,B00303,蘭慧君,04-3038569,gcui@example.com,89102 苗栗萬隆路4號之9
ef6bcbf4-1d81-4fee-86c5-b9a3746a021a,Buyers/ef6bcbf4-1d81-4fee-86c5-b9a3746a021a,_g1-qcMy---,B00304,黃淑貞,04-2307202,liaona@example.com,51671 永康縣中正路94號2樓
084d376d-37c9-4b63-bed8-f640c48a4657,Buyers/084d376d-37c9-4b63-bed8-f640c48a4657,_g1-qcM6---,B00305,黃靜宜,(07) 41143075,taohu@example.net,500 平鎮迴龍街89號之9
ce1c2236-7c0a-46cc-9e03-d9b3846a94fb,Buyers/ce1c2236-7c0a-46cc-9e03-d9b3846a94fb,_g1-qcN----,B00306,郭鈺婷,0900-425403,gang04@example.com,78340 頭份市育英路8段643號0樓
a354d806-0ac5-43e9-9203-7e84a713b6eb,Buyers/a354d806-0ac5-43e9-9203-7e84a713b6eb,_g1-qcNG---,B00307,吳瑋婷,(08) 53718275,chaozhu@example.net,199 樹林大坪巷81號之6
bc3a7135-5151-48c1-bfcc-bd5bc2efc97d,Buyers/bc3a7135-5151-48c1-bfcc-bd5bc2efc97d,_g1-qcNO---,B00308,盤雅琪,0957809977,jingdong@example.net,96500 楊梅大安巷9段6號之1
3b48a49f-35e1-423a-acb7-751e0a40849d,Buyers/3b48a49f-35e1-423a-acb7-751e0a40849d,_g1-qcNW---,B00309,陳淑華,09-4296893,xia56@example.net,63252 宜蘭關渡路3號6樓
d8c9b56a-c85d-4ccf-9541-92b2aa988414,Buyers/d8c9b56a-c85d-4ccf-9541-92b2aa988414,_g1-qcNe---,B00310,馬俊宏,079 10852371,qinping@example.org,91790 南投縣福安街2段899號之9
16e996c4-3250-4d32-8cf2-22fd167195ae,Buyers/16e996c4-3250-4d32-8cf2-22fd167195ae,_g1-qcNi---,B00311,熊建宏,(06) 53991044,yuanjuan@example.net,419 新營市大同街89號1樓
b4f521d8-2a33-43a8-bff5-eb81c4f1c799,Buyers/b4f521d8-2a33-43a8-bff5-eb81c4f1c799,_g1-qcNq---,B00312,李淑娟,(02) 69386109,owen@example.net,862 嘉義市迴龍巷1號之4
77add92f-afe7-48db-97c5-e59e8c5c1c49,Buyers/77add92f-afe7-48db-97c5-e59e8c5c1c49,_g1-qcNu---,B00313,陶雅琪,05-1947125,ming41@example.com,389 八德中和路6號3樓
28ef3cbb-fc15-48ec-be20-01113c0c667f,Buyers/28ef3cbb-fc15-48ec-be20-01113c0c667f,_g1-qcNy---,B00314,謝鈺婷,0980-566381,chao86@example.com,361 橫山縣昆陽巷5號9樓
46c79ccc-fe8c-456e-af2c-003a03002dbd,Buyers/46c79ccc-fe8c-456e-af2c-003a03002dbd,_g1-qcN6---,B00315,胡佳玲,04 4206798,guiyinghao@example.net,143 北斗新埔巷5號0樓
5979177b-5964-4669-86b0-bad5017d6cce,Buyers/5979177b-5964-4669-86b0-bad5017d6cce,_g1-qcO----,B00316,潘冠廷,0964-266028,axie@example.net,101 汐止市新店街1段266號之6
5141f432-b263-456c-99bb-d7f358d1cd69,Buyers/5141f432-b263-456c-99bb-d7f358d1cd69,_g1-qcOC---,B00317,李慧君,06-55782271,ganggao@example.net,97273 永和市奇岩路9號之1
6028fcb6-d477-4e07-90d3-6596df20a98e,Buyers/6028fcb6-d477-4e07-90d3-6596df20a98e,_g1-qcOG---,B00318,馮飛,00-68651964,fkang@example.org,52367 平鎮縣建國路6號0樓
80c3e3cd-ef96-4d73-ae31-e4c78f2a92aa,Buyers/80c3e3cd-ef96-4d73-ae31-e4c78f2a92aa,_g1-qcOO---,B00319,樓家瑜,0909964675,kjin@example.net,140 彰化市永寧巷6號5樓
6f2172a0-6c6a-499c-89c7-a55e8eae5962,Buyers/6f2172a0-6c6a-499c-89c7-a55e8eae5962,_g1-qcOS---,B00320,陳家豪,02 1126982,guiying82@example.net,986 三重民權巷2號9樓
d0966554-f9a4-427e-acf9-bfc05f33e31a,Buyers/d0966554-f9a4-427e-acf9-bfc05f33e31a,_g1-qcOW---,B00321,陳怡安,(09) 94809161,yang59@example.com,806 阿里山成功巷1號3樓
61a302a5-f531-4647-95b1-1c98b57ab451,Buyers/61a302a5-f531-4647-95b1-1c98b57ab451,_g1-qcOa---,B00322,許怡婷,0998-036043,yang94@example.net,909 桃園中山街84號之0
8ac59f5c-937d-4725-933a-394535e76949,Buyers/8ac59f5c-937d-4725-933a-394535e76949,_g1-qcOe---,B00323,鄧淑慧,0955832251,ccao@example.net,233 竹北縣迴龍巷166號之7
08284338-3897-4b2c-b921-620640f9737a,Buyers/08284338-3897-4b2c-b921-620640f9737a,_g1-qcOm---,B00324,沙靜宜,088 34286115,leilai@example.com,61035 牡丹新莊路729號0樓
00ee6285-851f-46de-b916-9c3bf3c85b92,Buyers/00ee6285-851f-46de-b916-9c3bf3c85b92,_g1-qcOq---,B00325,何鈺婷,0902618628,pgong@example.org,56574 嘉義市永安巷12號3樓
c0a671fd-8f53-4e83-a465-a2fb4622c59f,Buyers/c0a671fd-8f53-4e83-a465-a2fb4622c59f,_g1-qcOu---,B00326,陳雅玲,0913-755401,fangxue@example.org,458 宜蘭縣大安路63號1樓
7eb0be50-5fd9-44db-9c8e-c8c35f418fbf,Buyers/7eb0be50-5fd9-44db-9c8e-c8c35f418fbf,_g1-qcOy---,B00327,張佳蓉,03-6961359,qwan@example.com,910 台中平和路81號0樓
65ea0fd5-9f3d-4e59-a20b-36d87e67b6ef,Buyers/65ea0fd5-9f3d-4e59-a20b-36d87e67b6ef,_g1-qcO6---,B00328,呂雅雯,09-1051357,gang96@example.net,15080 新營頂福州巷55號3樓
f23c15cf-42c1-4f31-89dc-0bd4f8950316,Buyers/f23c15cf-42c1-4f31-89dc-0bd4f8950316,_g1-qcP----,B00329,林郁婷,0948419575,liaojie@example.org,52421 梅山縣民有巷9段538號2樓
99eca7f3-4eef-4228-b7d2-1f545c343f0b,Buyers/99eca7f3-4eef-4228-b7d2-1f545c343f0b,_g1-qcPC---,B00330,潘婉婷,02 2665995,tao13@example.com,101 中和市中央巷707號9樓
c0ef4f1e-8948-4dad-a36f-d10036a8eba5,Buyers/c0ef4f1e-8948-4dad-a36f-d10036a8eba5,_g1-qcPG---,B00331,秦佳玲,04-96742475,pma@example.com,17980 苗栗士林路7段9號6樓
2bfacc80-6a76-4c31-90bc-bbf19cd270cd,Buyers/2bfacc80-6a76-4c31-90bc-bbf19cd270cd,_g1-qcPO---,B00332,李淑惠,0919869389,nayu@example.com,438 北竿縣光復街7段684號9樓
9c13f465-0fde-4363-8678-b30a930722d0,Buyers/9c13f465-0fde-4363-8678-b30a930722d0,_g1-qcPS---,B00333,王雅惠,00 7228887,tao93@example.net,552 桃園象山街135號1樓
e7c58e43-d643-47b6-b683-e695e37eea16,Buyers/e7c58e43-d643-47b6-b683-e695e37eea16,_g1-qcPW---,B00334,白冠霖,(08) 43812110,dxia@example.net,379 花蓮忠孝路6段1號1樓
ca35ca7e-8a0c-4a30-b7d7-567ce8f82a58,Buyers/ca35ca7e-8a0c-4a30-b7d7-567ce8f82a58,_g1-qcPa---,B00335,楊雅惠,(04) 67439307,zliao@example.net,674 臺中龍山寺路52號之0
9f58b43e-7a27-4535-9a38-aa80d40e219d,Buyers/9f58b43e-7a27-4535-9a38-aa80d40e219d,_g1-qcPi---,B00336,黃美琪,0985-978112,umeng@example.com,441 蘆竹廣慈巷55號9樓
a36b1ce6-cf8e-426d-bc6b-ce343a2279c1,Buyers/a36b1ce6-cf8e-426d-bc6b-ce343a2279c1,_g1-qcPm---,B00337,邱琬婷,0907-666838,sren@example.net,50104 高雄民富路5號1樓
f84de19e-a52c-48ab-a3f6-8db175aac8ce,Buyers/f84de19e-a52c-48ab-a3f6-8db175aac8ce,_g1-qcPq---,B00338,楊依婷,09 4442422,yaojing@example.com,75265 阿里山縣新生巷3號6樓
2ee037f8-ce93-4176-823f-a4ac39c25984,Buyers/2ee037f8-ce93-4176-823f-a4ac39c25984,_g1-qcPu---,B00339,王淑貞,0907-038002,na49@example.com,350 金門市大仁街6號之1
da4de3e6-b514-4909-a457-54dbb1519aaa,Buyers/da4de3e6-b514-4909-a457-54dbb1519aaa,_g1-qcP2---,B00340,王雅婷,0909901110,yexia@example.net,756 朴子劍潭街41號之2
82405f30-3763-4a59-974f-af5226014509,Buyers/82405f30-3763-4a59-974f-af5226014509,_g1-qcP6---,B00341,吳沖,(06) 49103432,wxie@example.com,95653 太平市大坪街6號之2
e1dafe78-c0e0-4f12-86a3-71e302c5e017,Buyers/e1dafe78-c0e0-4f12-86a3-71e302c5e017,_g1-qcQC---,B00342,盧冠宇,(06) 41903908,taokong@example.net,82371 新營自強街256號之0
103e1ade-67ab-4221-a3a4-af916774c916,Buyers/103e1ade-67ab-4221-a3a4-af916774c916,_g1-qcQG---,B00343,鐘志偉,0902-374919,xiajun@example.org,356 梅山縣中央巷521號之7
c404fb6c-f38b-499d-bde7-b5b71ae4ce90,Buyers/c404fb6c-f38b-499d-bde7-b5b71ae4ce90,_g1-qcQK---,B00344,戴筱涵,06 9135139,kangxia@example.com,619 八德紅樹林街562號1樓
7954f578-0f21-4b70-8107-a241c58cc7eb,Buyers/7954f578-0f21-4b70-8107-a241c58cc7eb,_g1-qcQO---,B00345,楊淑慧,081 14606080,gshi@example.com,85586 三重市頂福州街20號9樓
f4aeab2f-9f84-41b7-9e80-084c4445966f,Buyers/f4aeab2f-9f84-41b7-9e80-084c4445966f,_g1-qcQS---,B00346,李飛,0942-672698,rwan@example.org,646 花蓮大仁街37號之5
286cbe70-e139-4712-9694-0b95db204123,Buyers/286cbe70-e139-4712-9694-0b95db204123,_g1-qcQW---,B00347,李俊賢,0982710635,yanglu@example.net,17516 高雄信義巷8號之2
c9a40d7d-63f6-4064-b800-3f7c1e34564e,Buyers/c9a40d7d-63f6-4064-b800-3f7c1e34564e,_g1-qcQa---,B00348,劉龍,028 33748811,jingxiang@example.com,28630 竹田文山路37號之6
db391438-39f2-40ce-9d5b-b0da775b753e,Buyers/db391438-39f2-40ce-9d5b-b0da775b753e,_g1-qcQi---,B00349,王心怡,06-57200781,ptan@example.com,67545 北港縣文化路1號之3
d0823bf4-b582-4ebb-ae41-36cc2cc6242c,Buyers/d0823bf4-b582-4ebb-ae41-36cc2cc6242c,_g1-qcQm---,B00350,葉怡如,0973-057200,mmo@example.com,54274 雲林華興街29號之3
4b94b63f-9673-4c13-a87a-1217b99aa970,Buyers/4b94b63f-9673-4c13-a87a-1217b99aa970,_g1-qcQq---,B00351,向怡安,(04) 35991764,fangxiao@example.org,282 三重市士林路631號3樓
42ce11c6-70af-44b6-a013-408fb07c3a9f,Buyers/42ce11c6-70af-44b6-a013-408fb07c3a9f,_g1-qcQu---,B00352,梁佳玲,01-18672208,wei08@example.org,129 竹北市自立路3號之0
0eabf0a3-f489-4095-ae5b-5dee2ec18f8a,Buyers/0eabf0a3-f489-4095-ae5b-5dee2ec18f8a,_g1-qcQ2---,B00353,李雅琪,(09) 16148243,pzheng@example.org,67959 台北縣自立路6號9樓
d6787860-cdee-4574-9fe8-e2b959aec556,Buyers/d6787860-cdee-4574-9fe8-e2b959aec556,_g1-qcQ6---,B00354,李羽,08 6820892,kwan@example.net,257 橫山市中山街360號1樓
b252f04a-e7cb-4ad7-bdbb-810d870f1a25,Buyers/b252f04a-e7cb-4ad7-bdbb-810d870f1a25,_g1-qcR----,B00355,姚雅文,07-76985240,juangu@example.net,938 關山縣和街街34號之3
83669c83-b098-4224-8186-5fc4c1929a3d,Buyers/83669c83-b098-4224-8186-5fc4c1929a3d,_g1-qcRC---,B00356,吳靜怡,05-37379304,pingwu@example.com,26629 雲林市自由街99號之1
4861adab-545f-4f5f-884e-b4067a3255b9,Buyers/4861adab-545f-4f5f-884e-b4067a3255b9,_g1-qcRK---,B00357,熊淑華,08-8831960,fengtao@example.com,143 白沙景美巷608號之3
e71eb94a-3a6b-4c73-a61f-aab0ad7decd1,Buyers/e71eb94a-3a6b-4c73-a61f-aab0ad7decd1,_g1-qcRO---,B00358,李怡婷,0907-816300,yancai@example.net,997 牡丹中央路74號之2
ed9fb85a-6028-4c3b-baa5-d740cab3972e,Buyers/ed9fb85a-6028-4c3b-baa5-d740cab3972e,_g1-qcRS---,B00359,鞠雅婷,0928270991,yiwei@example.com,51070 橫山市東湖路9段924號之6
8efc7b9f-404f-4451-9496-1e4ec0267ada,Buyers/8efc7b9f-404f-4451-9496-1e4ec0267ada,_g1-qcRa---,B00360,趙嘉玲,(09) 96673299,hetao@example.net,417 新竹縣德路8號之3
3fd7f1b7-dbd6-4fb6-80a6-5feaf8359a86,Buyers/3fd7f1b7-dbd6-4fb6-80a6-5feaf8359a86,_g1-qcRe---,B00361,劉飛,075 84156643,yancai@example.net,86661 澎湖紅樹林路56號之9
9bf67947-99d6-4858-a644-1748cb9773f9,Buyers/9bf67947-99d6-4858-a644-1748cb9773f9,_g1-qcRi---,B00362,李懿,(02) 87046395,yzhao@example.com,273 台東中山路605號0樓
e06b06d3-dee8-441c-9b02-84dab59deedb,Buyers/e06b06d3-dee8-441c-9b02-84dab59deedb,_g1-qcRm---,B00363,趙宗翰,(00) 24381380,juansong@example.net,20176 澎湖松山路3號之0
383bc40e-4bfd-423a-b523-4bcb55902ea5,Buyers/383bc40e-4bfd-423a-b523-4bcb55902ea5,_g1-qcRq---,B00364,康哲瑋,0910-860571,mduan@example.net,33927 牡丹自由巷58號9樓
fa0507e7-ee7c-4d91-ba81-11071ea01929,Buyers/fa0507e7-ee7c-4d91-ba81-11071ea01929,_g1-qcRy---,B00365,陳怡如,01 6188469,jingzhang@example.com,195 竹北大坪路6段50號6樓
c94c1bf5-e71f-40dd-9d5c-f63bd8ce02bd,Buyers/c94c1bf5-e71f-40dd-9d5c-f63bd8ce02bd,_g1-qcR6---,B00366,吳宇軒,09-8789785,yanglei@example.net,82260 梅山市新生街26號5樓
c4e18e92-3911-4a7b-9d54-2aee47e5f5c8,Buyers/c4e18e92-3911-4a7b-9d54-2aee47e5f5c8,_g1-qcS----,B00367,楊羽,(05) 46276362,yongcai@example.com,281 三重五福路351號之3
35c62836-4696-4e09-87ea-ec3e437a4b72,Buyers/35c62836-4696-4e09-87ea-ec3e437a4b72,_g1-qcSG---,B00368,熊宇軒,0922-375426,majing@example.com,600 牡丹縣國凱八德街6段4號7樓
b8752bcf-befd-47e7-982b-6b8c1ef27387,Buyers/b8752bcf-befd-47e7-982b-6b8c1ef27387,_g1-qcSO---,B00369,夏冠霖,04-93671878,tao65@example.net,60042 高雄雙連巷8段34號5樓
31725372-6bbb-405c-bcec-18812323faaf,Buyers/31725372-6bbb-405c-bcec-18812323faaf,_g1-qcSW---,B00370,孟靜宜,073 57735606,xiulan90@example.net,76850 澎湖市迴龍街839號之8
9418ef49-c4f1-4ae6-9eef-686f5a2fbd94,Buyers/9418ef49-c4f1-4ae6-9eef-686f5a2fbd94,_g1-qcSa---,B00371,郭中山,03-9750167,jun51@example.com,228 板橋國凱八德街3段103號7樓
9bb708ea-6132-4788-ae91-4c6f790b73e7,Buyers/9bb708ea-6132-4788-ae91-4c6f790b73e7,_g1-qcSi---,B00372,汪志豪,04-33762707,ming89@example.com,17203 汐止縣明德路60號之6
e528bb68-ace2-41bb-9f72-da729f73ea52,Buyers/e528bb68-ace2-41bb-9f72-da729f73ea52,_g1-qcSm---,B00373,羅馨儀,0919-507083,fjin@example.net,82288 彰化縣中正街37號之0
9b9f5c95-0c08-44e8-86c7-e951fd543b1b,Buyers/9b9f5c95-0c08-44e8-86c7-e951fd543b1b,_g1-qcSq---,B00374,侯依婷,0945-614295,fanjuan@example.net,167 台南縣永和街2段87號8樓
015a7c2a-a77c-4283-b3ca-53911b6c4678,Buyers/015a7c2a-a77c-4283-b3ca-53911b6c4678,_g1-qcS6---,B00375,趙慧君,(03) 13437150,chaoyan@example.com,557 台中縣中央巷8號之9
7393a25c-ad3a-42d3-8db7-e47e7fb592cb,Buyers/7393a25c-ad3a-42d3-8db7-e47e7fb592cb,_g1-qcT----,B00376,寧雅涵,08-69898359,yang43@example.com,538 中壢東興巷7號之7
c3cdc2ea-4de4-46b2-bec0-ac3217e07567,Buyers/c3cdc2ea-4de4-46b2-bec0-ac3217e07567,_g1-qcTG---,B00377,楊沖,09 3029291,longjuan@example.com,70924 台東新生路34號1樓
141059ba-cfd0-43ec-8974-43c616106296,Buyers/141059ba-cfd0-43ec-8974-43c616106296,_g1-qcTK---,B00378,劉庭瑋,069 28176165,qianghuang@example.com,707 汐止市士林街7號之6
3d2c263d-eb01-437d-8c18-669d2ed8ce20,Buyers/3d2c263d-eb01-437d-8c18-669d2ed8ce20,_g1-qcTO---,B00379,何俊賢,023 60794171,huangli@example.org,41982 苗栗仁愛路83號0樓
389eee13-9659-4463-8bc5-58c49175d209,Buyers/389eee13-9659-4463-8bc5-58c49175d209,_g1-qcTS---,B00380,匡佳樺,07 4847228,moqiang@example.org,235 新北市芝山街9段33號2樓
0b7bfbcb-a96e-4510-bb67-9c6d41a80b56,Buyers/0b7bfbcb-a96e-4510-bb67-9c6d41a80b56,_g1-qcTW---,B00381,邵俊宏,07 3404253,ldong@example.net,828 大里育英街744號3樓
271c97ef-99de-4edb-81fd-9e8c38a741a2,Buyers/271c97ef-99de-4edb-81fd-9e8c38a741a2,_g1-qcTa---,B00382,陳沖,0978047905,ping78@example.com,539 宜蘭永寧街848號之5
5b875c31-7412-4bd8-84de-7d9fdb86204e,Buyers/5b875c31-7412-4bd8-84de-7d9fdb86204e,_g1-qcTi---,B00383,李冠宇,0942-426304,zhanggang@example.com,757 屏東市自強路932號5樓
c9f0ab5b-45ca-4b2f-bced-093baf48fcb4,Buyers/c9f0ab5b-45ca-4b2f-bced-093baf48fcb4,_g1-qcTm---,B00384,沈鈺婷,04-82619181,lihe@example.net,90292 光復土城街810號0樓
e4daba6d-1290-45b8-a8bd-19487d2a4ad6,Buyers/e4daba6d-1290-45b8-a8bd-19487d2a4ad6,_g1-qcTq---,B00385,張雅筑,0926553011,yanping@example.net,38292 澎湖縣民富街19號8樓
2fa78651-3367-4236-a111-eaeeaccdc3fe,Buyers/2fa78651-3367-4236-a111-eaeeaccdc3fe,_g1-qcTy---,B00386,吳雅慧,(04) 70623868,gangyang@example.net,387 汐止縣廣慈路4段597號之5
a4327b70-4a5d-4d1c-b10f-df7cdc28b546,Buyers/a4327b70-4a5d-4d1c-b10f-df7cdc28b546,_g1-qcT2---,B00387,陳雅雯,08-58605397,ywang@example.com,360 嘉義縣育英街4號2樓
e8be4e48-2860-4302-81ff-70aeccafb3ca,Buyers/e8be4e48-2860-4302-81ff-70aeccafb3ca,_g1-qcT6---,B00388,王雅芳,04-48787696,xiuying78@example.net,76054 朴子民治巷39號之5
4779c974-6346-4949-918b-1adb1188a4eb,Buyers/4779c974-6346-4949-918b-1adb1188a4eb,_g1-qcU----,B00389,梁慧君,05 4753577,tangchao@example.com,41099 花蓮縣關渡街7號4樓
daf56f08-0de8-4aa2-bdda-c011a7be008d,Buyers/daf56f08-0de8-4aa2-bdda-c011a7be008d,_g1-qcUC---,B00390,周威廷,0935570852,mhu@example.org,421 關山縣中正路5段948號7樓
b84f3f90-20b1-4f18-bbe6-83c795b51390,Buyers/b84f3f90-20b1-4f18-bbe6-83c795b51390,_g1-qcUK---,B00391,倪佳蓉,0966656212,ming62@example.net,76171 桃園市大仁巷61號之3
27104d7e-675d-4fe3-a353-88c2f094c18a,Buyers/27104d7e-675d-4fe3-a353-88c2f094c18a,_g1-qcUO---,B00392,閔雅涵,00 6301208,qiang81@example.com,382 北斗縣信義路7段64號3樓
f0f05744-29d6-4592-9950-2370236f6062,Buyers/f0f05744-29d6-4592-9950-2370236f6062,_g1-qcUS---,B00393,楊婉婷,01-24911932,naxue@example.com,883 三重市林森巷9號之7
72b402d5-01cf-4eef-8036-c6c765b4e178,Buyers/72b402d5-01cf-4eef-8036-c6c765b4e178,_g1-qcUW---,B00394,張雅涵,(07) 39261678,bjia@example.com,17619 橫山象山巷92號之6
0234f616-e3d2-414c-b629-ff68738fb44e,Buyers/0234f616-e3d2-414c-b629-ff68738fb44e,_g1-qcUa---,B00395,裴沖,01-1462303,otang@example.net,902 臺東中正路423號之2
d5f5dbeb-a34f-4610-b1a9-73231bbdfc8a,Buyers/d5f5dbeb-a34f-4610-b1a9-73231bbdfc8a,_g1-qcUi---,B00396,何承翰,09-65561260,qiang92@example.org,508 屏東大同街3號之9
6b659d0d-6a05-4ea1-978b-251863d86431,Buyers/6b659d0d-6a05-4ea1-978b-251863d86431,_g1-qcUm---,B00397,鄧雅文,028 77037625,ezhang@example.org,306 古坑市建國街3段770號之6
b0c3c28c-f431-4071-a3fa-1814cdac5da2,Buyers/b0c3c28c-f431-4071-a3fa-1814cdac5da2,_g1-qcUq---,B00398,胡中山,0906-409838,jun47@example.net,56033 古坑信義街4號之0
12b8b9a7-2b1f-4fb6-b478-d5bdd98ee068,Buyers/12b8b9a7-2b1f-4fb6-b478-d5bdd98ee068,_g1-qcUu---,B00399,張靜怡,02-22090490,laiguiying@example.org,529 褒忠縣中山街780號之1
15d9d6d3-dfef-4f97-8e0d-a70bd268f12a,Buyers/15d9d6d3-dfef-4f97-8e0d-a70bd268f12a,_g1-qcUy---,B00400,吳靜怡,0968-255725,tianjie@example.com,840 永和大同巷4段44號9樓
ac787cbc-2d7e-43d0-88f4-d61c7f52b75c,Buyers/ac787cbc-2d7e-43d0-88f4-d61c7f52b75c,_g1-qcU6---,B00401,伍美琪,02 3474882,zhongxiulan@example.net,85899 竹北大智巷319號之1
7ee0d84c-e328-4505-ac67-7203b052780a,Buyers/7ee0d84c-e328-4505-ac67-7203b052780a,_g1-qcV----,B00402,陶宗翰,03-48750057,ctao@example.com,88694 宜蘭博愛街6號9樓
09d14892-4fbe-4f56-8ee3-aa1cb7166568,Buyers/09d14892-4fbe-4f56-8ee3-aa1cb7166568,_g1-qcVG---,B00403,周惠婷,(08) 17685731,thou@example.net,15282 朴子土城路1號之6
1348cdad-808b-4bf6-8d0d-73b0cd970d1c,Buyers/1348cdad-808b-4bf6-8d0d-73b0cd970d1c,_g1-qcVK---,B00404,李雅惠,08 6849285,jingtan@example.org,230 頭份光明巷474號之3
49b8720a-96f7-4322-9fa8-e844715d0ea7,Buyers/49b8720a-96f7-4322-9fa8-e844715d0ea7,_g1-qcVO---,B00405,孫柏翰,0973445967,yangfang@example.org,14112 員林關渡街5段3號7樓
b2c79b08-1642-4a9e-8014-33a1f448a261,Buyers/b2c79b08-1642-4a9e-8014-33a1f448a261,_g1-qcVS---,B00406,丁怡婷,0998-907188,fliu@example.org,68250 板橋頂福州街942號之5
b6fe8850-e5e6-4dce-b60d-24a9a59bbfd1,Buyers/b6fe8850-e5e6-4dce-b60d-24a9a59bbfd1,_g1-qcVW---,B00407,胡佩君,03 7127541,zhangming@example.org,395 台中民富路412號之1
cff9a8d0-2ab2-4224-b44c-b5abca05fef4,Buyers/cff9a8d0-2ab2-4224-b44c-b5abca05fef4,_g1-qcVa---,B00408,王詩婷,07 7501119,min93@example.net,91675 古坑市天母街5號0樓
7a5e7eea-a314-41f6-91a4-29f838e1997e,Buyers/7a5e7eea-a314-41f6-91a4-29f838e1997e,_g1-qcVi---,B00409,林佳蓉,0980-615319,gang91@example.net,33277 新竹自由巷5號之8
dd866694-a6ac-4f82-8234-565c91dee874,Buyers/dd866694-a6ac-4f82-8234-565c91dee874,_g1-qcVm---,B00410,陳俊賢,(00) 23316336,yeyong@example.org,62167 金門德巷8段581號之5
58b959c2-1b81-4720-b2a3-0153f1e68536,Buyers/58b959c2-1b81-4720-b2a3-0153f1e68536,_g1-qcVq---,B00411,杜淑惠,02-1172851,ghe@example.net,380 員林縣雙連街74號0樓
9331a35c-173d-43ad-b2f8-dd641b19cfbb,Buyers/9331a35c-173d-43ad-b2f8-dd641b19cfbb,_g1-qcVy---,B00412,周佳蓉,0904983250,jieli@example.net,324 卑南育英路9段428號0樓
cfd71f45-225b-4509-813d-b1f37bc5d3de,Buyers/cfd71f45-225b-4509-813d-b1f37bc5d3de,_g1-qcV2---,B00413,張佩君,(02) 22922878,qpan@example.org,52049 北斗市中正路7段690號8樓
9afa10e2-f576-42b8-ba7b-a19af26f9507,Buyers/9afa10e2-f576-42b8-ba7b-a19af26f9507,_g1-qcV6---,B00414,祝瑋婷,06-6648183,qhu@example.com,983 彰化市太平巷9號之5
e874c18b-76f1-4991-ad57-a43c37035c22,Buyers/e874c18b-76f1-4991-ad57-a43c37035c22,_g1-qcW----,B00415,林郁婷,01-58350175,chaokang@example.org,215 連江大同巷7號3樓
5f58607a-997b-4e30-b1a2-12790ca84731,Buyers/5f58607a-997b-4e30-b1a2-12790ca84731,_g1-qcWC---,B00416,張鈺婷,06 2752552,ifu@example.com,108 八德新北投街831號5樓
cd9bfec0-29c7-41a9-a116-4d268b19ef5d,Buyers/cd9bfec0-29c7-41a9-a116-4d268b19ef5d,_g1-qcWK---,B00417,孫冠霖,(00) 66776804,xqiao@example.org,367 中壢自由路5段43號7樓
35b66f62-8340-49c6-8449-6eeab24c3845,Buyers/35b66f62-8340-49c6-8449-6eeab24c3845,_g1-qcWS---,B00418,張佩君,019 56180255,guiyinglei@example.org,97636 屏東民治街787號之6
36c86eda-a164-4f54-8a8a-d2de07ccd12f,Buyers/36c86eda-a164-4f54-8a8a-d2de07ccd12f,_g1-qcWa---,B00419,高俊賢,089 15122524,xiafeng@example.com,677 阿里山市民族路66號之7
76eb1570-e700-4899-aa32-8f539a46fc25,Buyers/76eb1570-e700-4899-aa32-8f539a46fc25,_g1-qcWe---,B00420,歐陽佳慧,05-94498642,zmo@example.org,963 基隆平和路1段1號0樓
e0106a01-08b0-48a6-bf98-0eeef026316e,Buyers/e0106a01-08b0-48a6-bf98-0eeef026316e,_g1-qcWi---,B00421,劉彥廷,01 2944297,fangxia@example.net,209 蘆洲信義街2段5號之7
cca1cc62-7853-433d-bb65-c946f494c675,Buyers/cca1cc62-7853-433d-bb65-c946f494c675,_g1-qcWm---,B00422,王淑娟,0920-973628,qiangqin@example.com,86838 台東縣民族巷494號之6
7ef5dec6-08d7-4704-b3c2-57e860eb38fe,Buyers/7ef5dec6-08d7-4704-b3c2-57e860eb38fe,_g1-qcWu---,B00423,高羽,08-94170405,luojun@example.org,880 永和復興街86號2樓
07c13a5a-abcd-444b-a46d-c2388be7b482,Buyers/07c13a5a-abcd-444b-a46d-c2388be7b482,_g1-qcWy---,B00424,林龍,02-20084914,wkong@example.com,62736 北港縣動物園巷6段14號之2
9d31ebfd-dc9d-4325-a708-1e41b47082c2,Buyers/9d31ebfd-dc9d-4325-a708-1e41b47082c2,_g1-qcW2---,B00425,鄧柏翰,027 63453382,mkong@example.com,129 大里縣莒光路617號之3
34c59bec-88fa-40b1-ba32-cde25fcd358d,Buyers/34c59bec-88fa-40b1-ba32-cde25fcd358d,_g1-qcX----,B00426,羅飛,0965009528,yong91@example.net,865 新北東興路2號2樓
